position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [ĄC]
1246,2/23/18 18:00,2/23/18 12:00,99.22282,15.54765,502,val. GPS-3D,3.36,3.68,28
1245,2/23/18 17:00,2/23/18 11:00,99.22269,15.54765,500,val. GPS-3D,3.36,3.68,24
1244,2/23/18 16:00,2/23/18 10:00,99.22275,15.54758,482,val. GPS-3D,3.36,3.68,25
1243,2/23/18 15:00,2/23/18 9:00,99.22272,15.54766,484,val. GPS-3D,3.36,3.68,26
1242,2/23/18 14:00,2/23/18 8:00,99.22268,15.54757,510,val. GPS-3D,3.36,3.68,23
1241,2/23/18 13:02,2/23/18 7:02,99.22196,15.55967,554,val. GPS-3D,3.36,3.68,23
1240,2/23/18 12:00,2/23/18 6:00,99.2315,15.57352,645,val. GPS-3D,3.36,3.68,28
1239,2/23/18 11:00,2/23/18 5:00,99.23184,15.57447,653,val. GPS-3D,3.36,3.68,29
1238,2/23/18 10:00,2/23/18 4:00,99.23185,15.57452,631,val. GPS-3D,3.36,3.68,31
1237,2/23/18 9:00,2/23/18 3:00,99.23169,15.57477,632,val. GPS-3D,3.36,3.68,32
1236,2/23/18 8:00,2/23/18 2:00,99.23167,15.57444,634,val. GPS-3D,3.36,3.68,30
1235,2/23/18 7:00,2/23/18 1:00,99.23258,15.57856,683,val. GPS-3D,3.36,3.68,34
1234,2/23/18 6:00,2/23/18 0:00,99.23334,15.57875,646,val. GPS-3D,3.36,3.68,31
1233,2/23/18 5:00,2/22/18 23:00,99.23343,15.57883,627,val. GPS-3D,3.36,3.68,32
1232,2/23/18 4:00,2/22/18 22:00,99.23317,15.57887,625,val. GPS-3D,3.36,3.68,27
1231,2/23/18 3:00,2/22/18 21:00,99.23405,15.57933,660,val. GPS-3D,3.36,3.68,27
1230,2/23/18 2:00,2/22/18 20:00,99.23535,15.58131,692,val. GPS-3D,3.36,3.68,26
1229,2/23/18 1:00,2/22/18 19:00,99.23536,15.58132,690,val. GPS-3D,3.36,3.68,24
1228,2/23/18 0:00,2/22/18 18:00,99.23539,15.58129,692,val. GPS-3D,3.36,3.68,24
1227,2/22/18 23:00,2/22/18 17:00,99.2354,15.5813,684,val. GPS-3D,3.36,3.68,23
1226,2/22/18 22:00,2/22/18 16:00,99.2354,15.58131,686,val. GPS-3D,3.36,3.68,22
1225,2/22/18 21:00,2/22/18 15:00,99.23539,15.58128,683,val. GPS-3D,3.36,3.68,24
1224,2/22/18 20:00,2/22/18 14:00,99.23536,15.58125,709,val. GPS-3D,3.36,3.68,25
1223,2/22/18 19:00,2/22/18 13:00,99.23539,15.5812,693,val. GPS-3D,3.36,3.68,25
1222,2/22/18 18:00,2/22/18 12:00,99.23536,15.58129,700,val. GPS-3D,3.36,3.68,23
1220,2/22/18 16:00,2/22/18 10:00,99.23541,15.59375,692,val. GPS-3D,3.36,3.68,23
1219,2/22/18 15:00,2/22/18 9:00,99.23494,15.60001,689,val. GPS-3D,3.36,3.68,24
1218,2/22/18 14:01,2/22/18 8:01,99.23163,15.60742,674,val. GPS-3D,3.36,3.68,23
1217,2/22/18 13:02,2/22/18 7:02,99.23256,15.6098,654,val. GPS-3D,3.36,3.68,23
1216,2/22/18 12:01,2/22/18 6:01,99.23134,15.61649,620,val. GPS-3D,3.36,3.68,23
1214,2/22/18 10:00,2/22/18 4:00,99.24408,15.6226,718,val. GPS-3D,3.36,3.68,24
1213,2/22/18 9:00,2/22/18 3:00,99.24408,15.62258,714,val. GPS-3D,3.36,3.68,27
1212,2/22/18 8:00,2/22/18 2:00,99.24407,15.62251,734,val. GPS-3D,3.36,3.68,30
1211,2/22/18 7:00,2/22/18 1:00,99.24401,15.6226,713,val. GPS-3D,3.36,3.68,32
1210,2/22/18 6:00,2/22/18 0:00,99.24411,15.62267,708,val. GPS-3D,3.36,3.68,32
1209,2/22/18 5:00,2/21/18 23:00,99.24406,15.62253,703,val. GPS-3D,3.36,3.68,34
1208,2/22/18 4:00,2/21/18 22:00,99.24406,15.62254,714,val. GPS-3D,3.36,3.68,38
1207,2/22/18 3:00,2/21/18 21:00,99.2441,15.62258,703,val. GPS-3D,3.36,3.68,30
1206,2/22/18 2:00,2/21/18 20:00,99.24405,15.62253,718,val. GPS-3D,3.36,3.68,31
1205,2/22/18 1:00,2/21/18 19:00,99.24411,15.62258,704,val. GPS-3D,3.36,3.68,27
1204,2/22/18 0:00,2/21/18 18:00,99.24402,15.62257,702,val. GPS-3D,3.36,3.68,26
1203,2/21/18 23:00,2/21/18 17:00,99.24403,15.62257,695,val. GPS-3D,3.36,3.68,25
1202,2/21/18 22:00,2/21/18 16:00,99.24415,15.62258,721,val. GPS-3D,3.36,3.68,23
1201,2/21/18 21:00,2/21/18 15:00,99.24425,15.61956,726,val. GPS-3D,3.36,3.68,27
1200,2/21/18 20:00,2/21/18 14:00,99.24427,15.6195,698,val. GPS-3D,3.36,3.68,24
1199,2/21/18 19:00,2/21/18 13:00,99.24404,15.61961,678,val. GPS-3D,3.36,3.68,24
1198,2/21/18 18:02,2/21/18 12:02,99.24523,15.61875,788,val. GPS-3D,3.36,3.68,23
1197,2/21/18 17:00,2/21/18 11:00,99.24822,15.61687,818,val. GPS-3D,3.36,3.68,23
1196,2/21/18 16:00,2/21/18 10:00,99.25144,15.61412,859,val. GPS-3D,3.36,3.68,24
1195,2/21/18 15:00,2/21/18 9:00,99.25155,15.61396,856,val. GPS-3D,3.36,3.68,25
1194,2/21/18 14:00,2/21/18 8:00,99.25144,15.61401,830,val. GPS-3D,3.36,3.68,24
1193,2/21/18 13:00,2/21/18 7:00,99.25179,15.61332,841,val. GPS-3D,3.36,3.68,23
1192,2/21/18 12:00,2/21/18 6:00,99.24973,15.61241,802,val. GPS-3D,3.36,3.68,23
1190,2/21/18 10:00,2/21/18 4:00,99.23854,15.61266,708,val. GPS-3D,3.36,3.68,26
1189,2/21/18 9:00,2/21/18 3:00,99.23545,15.60799,716,val. GPS-3D,3.36,3.68,27
1188,2/21/18 8:00,2/21/18 2:00,99.2354,15.60801,722,val. GPS-3D,3.36,3.68,28
1187,2/21/18 7:00,2/21/18 1:00,99.23733,15.60712,757,val. GPS-3D,3.36,3.68,29
1186,2/21/18 6:00,2/21/18 0:00,99.23738,15.60727,765,val. GPS-3D,3.36,3.68,30
1185,2/21/18 5:01,2/20/18 23:01,99.23741,15.6071,794,val. GPS-3D,3.36,3.68,29
1184,2/21/18 4:00,2/20/18 22:00,99.23466,15.60521,768,val. GPS-3D,3.36,3.68,28
1183,2/21/18 3:00,2/20/18 21:00,99.23475,15.60528,786,val. GPS-3D,3.36,3.68,28
1182,2/21/18 2:00,2/20/18 20:00,99.2348,15.60525,792,val. GPS-3D,3.36,3.68,26
1181,2/21/18 1:00,2/20/18 19:00,99.23484,15.60523,790,val. GPS-3D,3.36,3.68,25
1180,2/21/18 0:00,2/20/18 18:00,99.23475,15.60512,781,val. GPS-3D,3.36,3.68,24
1179,2/20/18 23:00,2/20/18 17:00,99.23471,15.60529,798,val. GPS-3D,3.36,3.68,30
1178,2/20/18 22:00,2/20/18 16:00,99.23468,15.60534,808,val. GPS-3D,3.36,3.68,26
1177,2/20/18 21:00,2/20/18 15:00,99.23472,15.60522,788,val. GPS-3D,3.36,3.68,25
1176,2/20/18 20:00,2/20/18 14:00,99.23471,15.60531,775,val. GPS-3D,3.36,3.68,27
1174,2/20/18 18:00,2/20/18 12:00,99.23469,15.6051,836,val. GPS-3D,3.36,3.68,23
1173,2/20/18 17:01,2/20/18 11:01,99.23396,15.60544,762,val. GPS-3D,3.36,3.68,24
1171,2/20/18 15:00,2/20/18 9:00,99.2326,15.60066,682,val. GPS-3D,3.36,3.68,27
1170,2/20/18 14:00,2/20/18 8:00,99.2327,15.60063,689,val. GPS-3D,3.36,3.68,26
1169,2/20/18 13:00,2/20/18 7:00,99.23269,15.60062,693,val. GPS-3D,3.36,3.68,25
1168,2/20/18 12:00,2/20/18 6:00,99.23116,15.59884,667,val. GPS-3D,3.36,3.68,27
1167,2/20/18 11:02,2/20/18 5:02,99.23115,15.59858,690,val. GPS-3D,3.36,3.68,28
1166,2/20/18 10:00,2/20/18 4:00,99.23119,15.59845,660,val. GPS-3D,3.36,3.68,28
1165,2/20/18 9:00,2/20/18 3:00,99.23132,15.59819,717,val. GPS-3D,3.36,3.68,29
1164,2/20/18 8:01,2/20/18 2:01,99.23139,15.59844,663,val. GPS-3D,3.36,3.68,29
1163,2/20/18 7:00,2/20/18 1:00,99.23153,15.59847,713,val. GPS-3D,3.36,3.68,28
1162,2/20/18 6:00,2/20/18 0:00,99.23141,15.59839,670,val. GPS-3D,3.36,3.68,29
1161,2/20/18 5:01,2/19/18 23:01,99.23118,15.5984,622,val. GPS-3D,3.36,3.68,30
1160,2/20/18 4:02,2/19/18 22:02,99.2304,15.59528,598,GPS-3D,3.36,3.68,29
1159,2/20/18 3:03,2/19/18 21:03,99.22804,15.59166,614,GPS-3D,3.36,3.68,29
1158,2/20/18 2:00,2/19/18 20:00,99.22567,15.58932,583,val. GPS-3D,3.36,3.68,27
1157,2/20/18 1:00,2/19/18 19:00,99.22556,15.58929,609,val. GPS-3D,3.36,3.68,24
1156,2/20/18 0:00,2/19/18 18:00,99.22561,15.58926,584,val. GPS-3D,3.36,3.68,26
1155,2/19/18 23:00,2/19/18 17:00,99.2256,15.58926,607,val. GPS-3D,3.36,3.68,26
1154,2/19/18 22:00,2/19/18 16:00,99.22559,15.5892,624,val. GPS-3D,3.36,3.68,27
1153,2/19/18 21:00,2/19/18 15:00,99.2257,15.58919,611,val. GPS-3D,3.36,3.68,29
1152,2/19/18 20:00,2/19/18 14:00,99.22567,15.58921,594,val. GPS-3D,3.36,3.68,26
1151,2/19/18 19:00,2/19/18 13:00,99.22564,15.58919,591,val. GPS-3D,3.36,3.68,26
1150,2/19/18 18:00,2/19/18 12:00,99.22573,15.5892,736,val. GPS-3D,3.36,3.68,27
1149,2/19/18 17:00,2/19/18 11:00,99.22562,15.58933,593,val. GPS-3D,3.36,3.68,27
1148,2/19/18 16:00,2/19/18 10:00,99.22561,15.58923,596,val. GPS-3D,3.36,3.68,28
1147,2/19/18 15:00,2/19/18 9:00,99.22578,15.58909,645,val. GPS-3D,3.36,3.68,28
1146,2/19/18 14:00,2/19/18 8:00,99.2257,15.58926,615,val. GPS-3D,3.36,3.68,32
1145,2/19/18 13:00,2/19/18 7:00,99.22557,15.58935,580,val. GPS-3D,3.36,3.68,31
1144,2/19/18 12:00,2/19/18 6:00,99.22568,15.58926,604,val. GPS-3D,3.36,3.68,28
1143,2/19/18 11:00,2/19/18 5:00,99.22562,15.58912,601,val. GPS-3D,3.36,3.68,30
1142,2/19/18 10:00,2/19/18 4:00,99.22574,15.58929,615,val. GPS-3D,3.36,3.68,32
1141,2/19/18 9:00,2/19/18 3:00,99.22565,15.58929,611,val. GPS-3D,3.36,3.68,32
1140,2/19/18 8:00,2/19/18 2:00,99.22573,15.58925,618,val. GPS-3D,3.36,3.68,34
1139,2/19/18 7:00,2/19/18 1:00,99.22566,15.58926,577,val. GPS-3D,3.36,3.68,32
1138,2/19/18 6:00,2/19/18 0:00,99.22476,15.58775,564,val. GPS-3D,3.36,3.68,31
1137,2/19/18 5:00,2/18/18 23:00,99.22465,15.58774,600,val. GPS-3D,3.36,3.68,32
1136,2/19/18 4:00,2/18/18 22:00,99.22516,15.58795,582,val. GPS-3D,3.36,3.68,29
1135,2/19/18 3:00,2/18/18 21:00,99.22559,15.58939,554,val. GPS-3D,3.36,3.68,29
1134,2/19/18 2:01,2/18/18 20:01,99.22566,15.58923,605,val. GPS-3D,3.36,3.68,25
1133,2/19/18 1:00,2/18/18 19:00,99.2257,15.58923,597,val. GPS-3D,3.36,3.68,25
1132,2/19/18 0:01,2/18/18 18:01,99.22571,15.58921,595,val. GPS-3D,3.36,3.68,23
1131,2/18/18 23:00,2/18/18 17:00,99.2256,15.58928,604,val. GPS-3D,3.36,3.68,24
1130,2/18/18 22:00,2/18/18 16:00,99.22569,15.5892,609,val. GPS-3D,3.36,3.68,23
1129,2/18/18 21:00,2/18/18 15:00,99.22579,15.58906,678,val. GPS-3D,3.36,3.68,24
1128,2/18/18 20:00,2/18/18 14:00,99.22573,15.58934,610,val. GPS-3D,3.36,3.68,25
1125,2/18/18 16:00,2/18/18 10:00,99.23022,15.6107,617,val. GPS-3D,3.36,3.68,26
1124,2/18/18 15:00,2/18/18 9:00,99.23275,15.60965,637,val. GPS-3D,3.36,3.68,28
1123,2/18/18 10:03,2/18/18 4:03,99.23677,15.59507,652,GPS-3D,3.36,3.68,29
1122,2/18/18 9:00,2/18/18 3:00,99.23673,15.59512,670,val. GPS-3D,3.36,3.68,31
1121,2/18/18 8:00,2/18/18 2:00,99.23674,15.59511,714,val. GPS-3D,3.36,3.68,33
1120,2/18/18 7:00,2/18/18 1:00,99.23283,15.59169,685,val. GPS-3D,3.36,3.68,33
1118,2/18/18 5:00,2/17/18 23:00,99.23619,15.5908,739,val. GPS-3D,3.36,3.68,31
1117,2/18/18 4:00,2/17/18 22:00,99.24011,15.5811,792,val. GPS-3D,3.36,3.68,28
1116,2/18/18 3:00,2/17/18 21:00,99.24007,15.58061,817,val. GPS-3D,3.36,3.68,26
1115,2/18/18 2:00,2/17/18 20:00,99.23982,15.58057,779,val. GPS-3D,3.36,3.68,23
1114,2/18/18 1:00,2/17/18 19:00,99.23993,15.58043,806,val. GPS-3D,3.36,3.68,24
1113,2/18/18 0:00,2/17/18 18:00,99.24026,15.5806,776,val. GPS-3D,3.36,3.68,24
1112,2/17/18 23:00,2/17/18 17:00,99.24011,15.58072,795,val. GPS-3D,3.36,3.68,24
1111,2/17/18 22:00,2/17/18 16:00,99.24024,15.58076,793,val. GPS-3D,3.36,3.68,24
1110,2/17/18 21:00,2/17/18 15:00,99.24025,15.58064,760,val. GPS-3D,3.36,3.68,28
1109,2/17/18 20:00,2/17/18 14:00,99.24022,15.58007,620,val. GPS-3D,3.36,3.68,24
1108,2/17/18 19:00,2/17/18 13:00,99.24027,15.5807,785,val. GPS-3D,3.36,3.68,25
1107,2/17/18 18:00,2/17/18 12:00,99.23819,15.58207,756,val. GPS-3D,3.36,3.68,25
1106,2/17/18 17:00,2/17/18 11:00,99.23761,15.58202,763,val. GPS-3D,3.36,3.68,25
1105,2/17/18 16:01,2/17/18 10:01,99.23735,15.58192,757,val. GPS-3D,3.36,3.68,26
1104,2/17/18 15:00,2/17/18 9:00,99.23732,15.5819,748,val. GPS-3D,3.36,3.68,25
1103,2/17/18 14:00,2/17/18 8:00,99.23666,15.58158,722,val. GPS-3D,3.36,3.68,26
1102,2/17/18 13:00,2/17/18 7:00,99.23207,15.57857,685,val. GPS-3D,3.36,3.68,28
1101,2/17/18 12:00,2/17/18 6:00,99.23744,15.57268,693,val. GPS-3D,3.36,3.68,27
1100,2/17/18 11:00,2/17/18 5:00,99.23891,15.57245,689,val. GPS-3D,3.36,3.68,28
1099,2/17/18 10:00,2/17/18 4:00,99.23885,15.57237,711,val. GPS-3D,3.36,3.68,31
1098,2/17/18 9:01,2/17/18 3:01,99.23889,15.57231,707,val. GPS-3D,3.36,3.68,32
1097,2/17/18 8:01,2/17/18 2:01,99.23885,15.57234,701,val. GPS-3D,3.36,3.68,33
1096,2/17/18 7:00,2/17/18 1:00,99.24016,15.5722,719,val. GPS-3D,3.36,3.68,32
1095,2/17/18 6:00,2/17/18 0:00,99.24007,15.57234,753,val. GPS-3D,3.36,3.68,31
1094,2/17/18 5:00,2/16/18 23:00,99.23971,15.57212,632,val. GPS-3D,3.36,3.68,32
1093,2/17/18 4:00,2/16/18 22:00,99.2403,15.57271,739,val. GPS-3D,3.36,3.68,30
1092,2/17/18 3:00,2/16/18 21:00,99.24038,15.57258,732,val. GPS-3D,3.36,3.68,28
1091,2/17/18 2:00,2/16/18 20:00,99.24011,15.57242,720,val. GPS-3D,3.36,3.68,28
1090,2/17/18 1:00,2/16/18 19:00,99.24011,15.57238,730,val. GPS-3D,3.36,3.68,25
1089,2/17/18 0:00,2/16/18 18:00,99.24018,15.57245,712,val. GPS-3D,3.36,3.68,21
1088,2/16/18 23:00,2/16/18 17:00,99.24016,15.57243,734,val. GPS-3D,3.36,3.68,23
1087,2/16/18 22:00,2/16/18 16:00,99.24042,15.57234,747,val. GPS-3D,3.36,3.68,22
1086,2/16/18 21:00,2/16/18 15:00,99.24035,15.57234,710,val. GPS-3D,3.36,3.68,24
1085,2/16/18 20:00,2/16/18 14:00,99.24034,15.5724,739,val. GPS-3D,3.36,3.68,23
1084,2/16/18 19:00,2/16/18 13:00,99.24056,15.57258,792,val. GPS-3D,3.36,3.68,23
1083,2/16/18 18:00,2/16/18 12:00,99.2403,15.57247,719,val. GPS-3D,3.36,3.68,25
1082,2/16/18 17:00,2/16/18 11:00,99.24022,15.57233,730,val. GPS-3D,3.36,3.68,25
1081,2/16/18 16:00,2/16/18 10:00,99.2404,15.57237,728,val. GPS-3D,3.36,3.68,26
1080,2/16/18 15:00,2/16/18 9:00,99.24018,15.57237,735,val. GPS-3D,3.36,3.68,28
1079,2/16/18 14:00,2/16/18 8:00,99.24025,15.57235,721,val. GPS-3D,3.36,3.68,26
1078,2/16/18 13:00,2/16/18 7:00,99.24031,15.57252,729,val. GPS-3D,3.36,3.68,27
1077,2/16/18 12:00,2/16/18 6:00,99.2402,15.57246,721,val. GPS-3D,3.36,3.68,29
1076,2/16/18 11:03,2/16/18 5:03,99.24169,15.5709,767,GPS-3D,3.36,3.68,31
1075,2/16/18 10:02,2/16/18 4:02,99.2463,15.56933,796,GPS-3D,3.36,3.68,34
1074,2/16/18 9:00,2/16/18 3:00,99.24623,15.56935,808,val. GPS-3D,3.36,3.68,35
1073,2/16/18 8:00,2/16/18 2:00,99.24631,15.56933,840,val. GPS-3D,3.36,3.68,34
1072,2/16/18 7:00,2/16/18 1:00,99.24628,15.56922,794,val. GPS-3D,3.36,3.68,33
1071,2/16/18 6:00,2/16/18 0:00,99.24629,15.56933,800,val. GPS-3D,3.36,3.68,32
1070,2/16/18 5:00,2/15/18 23:00,99.24628,15.56929,797,val. GPS-3D,3.36,3.68,30
1069,2/16/18 4:00,2/15/18 22:00,99.24632,15.56939,794,val. GPS-3D,3.36,3.68,27
1068,2/16/18 3:00,2/15/18 21:00,99.24522,15.56783,779,val. GPS-3D,3.36,3.68,26
1067,2/16/18 2:00,2/15/18 20:00,99.24521,15.56781,757,val. GPS-3D,3.36,3.68,24
1066,2/16/18 1:00,2/15/18 19:00,99.24512,15.56802,757,val. GPS-3D,3.36,3.68,24
1065,2/16/18 0:00,2/15/18 18:00,99.2451,15.56769,865,val. GPS-3D,3.36,3.68,23
1064,2/15/18 23:00,2/15/18 17:00,99.24512,15.56785,756,val. GPS-3D,3.36,3.68,24
1063,2/15/18 22:01,2/15/18 16:01,99.24526,15.56782,752,val. GPS-3D,3.36,3.68,23
1062,2/15/18 21:00,2/15/18 15:00,99.24522,15.56782,753,val. GPS-3D,3.36,3.68,24
1061,2/15/18 20:00,2/15/18 14:00,99.2452,15.56778,779,val. GPS-3D,3.36,3.68,27
1060,2/15/18 19:00,2/15/18 13:00,99.24507,15.56785,764,val. GPS-3D,3.36,3.68,26
1059,2/15/18 18:00,2/15/18 12:00,99.24727,15.56419,802,val. GPS-3D,3.36,3.68,28
1058,2/15/18 17:00,2/15/18 11:00,99.24726,15.5642,821,val. GPS-3D,3.36,3.68,28
1057,2/15/18 16:00,2/15/18 10:00,99.24723,15.5642,813,val. GPS-3D,3.36,3.68,26
1056,2/15/18 15:00,2/15/18 9:00,99.24721,15.56417,830,val. GPS-3D,3.36,3.68,27
1055,2/15/18 14:00,2/15/18 8:00,99.24768,15.56289,827,val. GPS-3D,3.36,3.68,27
1054,2/15/18 13:00,2/15/18 7:00,99.25164,15.55857,830,val. GPS-3D,3.36,3.68,28
1053,2/15/18 12:03,2/15/18 6:03,99.25666,15.55137,866,GPS-3D,3.36,3.68,27
1052,2/15/18 11:00,2/15/18 5:00,99.2663,15.54601,594,val. GPS-3D,3.36,3.68,29
1051,2/15/18 10:02,2/15/18 4:02,99.27011,15.54418,531,val. GPS-3D,3.36,3.68,31
1050,2/15/18 9:00,2/15/18 3:00,99.27028,15.54363,524,val. GPS-3D,3.36,3.68,32
1049,2/15/18 8:00,2/15/18 2:00,99.26972,15.54472,530,val. GPS-3D,3.36,3.68,35
1048,2/15/18 7:00,2/15/18 1:00,99.26978,15.54469,552,val. GPS-3D,3.36,3.68,34
1047,2/15/18 6:00,2/15/18 0:00,99.26993,15.54467,554,val. GPS-3D,3.36,3.68,34
1046,2/15/18 5:00,2/14/18 23:00,99.26988,15.54465,584,val. GPS-3D,3.36,3.68,33
1045,2/15/18 4:00,2/14/18 22:00,99.2697,15.54469,552,val. GPS-3D,3.36,3.68,35
1044,2/15/18 3:00,2/14/18 21:00,99.26975,15.54479,602,val. GPS-3D,3.36,3.68,32
1043,2/15/18 2:00,2/14/18 20:00,99.26986,15.54497,559,val. GPS-3D,3.36,3.68,29
1042,2/15/18 1:00,2/14/18 19:00,99.26993,15.54489,548,val. GPS-3D,3.36,3.68,25
1040,2/14/18 23:00,2/14/18 17:00,99.27858,15.53679,351,val. GPS-3D,3.36,3.68,28
1039,2/14/18 22:00,2/14/18 16:00,99.27863,15.53673,354,val. GPS-3D,3.36,3.68,27
1038,2/14/18 21:00,2/14/18 15:00,99.27857,15.53677,352,val. GPS-3D,3.36,3.68,25
1037,2/14/18 20:00,2/14/18 14:00,99.2787,15.5368,368,val. GPS-3D,3.36,3.68,28
1036,2/14/18 19:00,2/14/18 13:00,99.27856,15.53678,346,val. GPS-3D,3.36,3.68,28
1035,2/14/18 18:00,2/14/18 12:00,99.27891,15.53661,387,val. GPS-3D,3.36,3.68,27
1034,2/14/18 17:00,2/14/18 11:00,99.27825,15.53546,337,val. GPS-3D,3.36,3.68,28
1033,2/14/18 16:01,2/14/18 10:01,99.2783,15.53546,330,val. GPS-3D,3.36,3.68,28
1032,2/14/18 15:00,2/14/18 9:00,99.27827,15.53547,323,val. GPS-3D,3.36,3.68,32
1031,2/14/18 14:00,2/14/18 8:00,99.27824,15.53555,338,val. GPS-3D,3.36,3.68,30
1030,2/14/18 13:00,2/14/18 7:00,99.27818,15.53538,361,val. GPS-3D,3.36,3.68,32
1029,2/14/18 12:00,2/14/18 6:00,99.27826,15.53536,330,val. GPS-3D,3.36,3.68,31
1028,2/14/18 11:00,2/14/18 5:00,99.27823,15.53511,305,val. GPS-3D,3.36,3.68,32
1027,2/14/18 10:01,2/14/18 4:01,99.28021,15.53273,274,val. GPS-3D,3.36,3.68,36
1026,2/14/18 9:00,2/14/18 3:00,99.27994,15.53291,245,val. GPS-3D,3.36,3.68,35
1025,2/14/18 8:00,2/14/18 2:00,99.28016,15.53288,286,val. GPS-3D,3.36,3.68,36
1024,2/14/18 7:00,2/14/18 1:00,99.28002,15.53282,265,val. GPS-3D,3.36,3.68,42
1023,2/14/18 6:00,2/14/18 0:00,99.27898,15.53246,275,val. GPS-3D,3.36,3.68,38
1022,2/14/18 5:00,2/13/18 23:00,99.2773,15.53248,291,val. GPS-3D,3.36,3.68,36
1021,2/14/18 4:00,2/13/18 22:00,99.27554,15.53274,299,val. GPS-3D,3.36,3.68,38
1020,2/14/18 3:00,2/13/18 21:00,99.27546,15.53279,329,val. GPS-3D,3.36,3.68,33
1019,2/14/18 2:00,2/13/18 20:00,99.27545,15.53281,302,val. GPS-3D,3.36,3.68,29
1018,2/14/18 1:00,2/13/18 19:00,99.2755,15.53268,313,val. GPS-3D,3.36,3.68,25
1017,2/14/18 0:00,2/13/18 18:00,99.2756,15.53269,372,val. GPS-3D,3.36,3.68,24
1016,2/13/18 23:00,2/13/18 17:00,99.27548,15.53286,317,val. GPS-3D,3.36,3.68,24
1015,2/13/18 22:00,2/13/18 16:00,99.27548,15.53277,301,val. GPS-3D,3.36,3.68,25
1014,2/13/18 21:00,2/13/18 15:00,99.27585,15.53204,249,val. GPS-3D,3.36,3.68,23
1013,2/13/18 20:00,2/13/18 14:00,99.27516,15.53214,299,val. GPS-3D,3.36,3.68,24
1012,2/13/18 19:00,2/13/18 13:00,99.27506,15.53224,304,val. GPS-3D,3.36,3.68,26
1011,2/13/18 18:00,2/13/18 12:00,99.27527,15.53216,274,val. GPS-3D,3.36,3.68,25
1010,2/13/18 17:00,2/13/18 11:00,99.27234,15.53126,349,val. GPS-3D,3.36,3.68,24
1009,2/13/18 16:00,2/13/18 10:00,99.26626,15.53768,558,val. GPS-3D,3.36,3.68,25
1008,2/13/18 15:00,2/13/18 9:00,99.26459,15.54332,619,val. GPS-3D,3.36,3.68,25
1007,2/13/18 14:00,2/13/18 8:00,99.26478,15.54416,619,val. GPS-3D,3.36,3.68,25
1006,2/13/18 13:00,2/13/18 7:00,99.26505,15.54563,596,val. GPS-3D,3.36,3.68,25
1005,2/13/18 12:00,2/13/18 6:00,99.26509,15.54575,585,val. GPS-3D,3.36,3.68,26
1004,2/13/18 11:00,2/13/18 5:00,99.26491,15.54567,615,val. GPS-3D,3.36,3.68,27
1003,2/13/18 10:00,2/13/18 4:00,99.26927,15.5457,569,val. GPS-3D,3.36,3.68,30
1002,2/13/18 9:01,2/13/18 3:01,99.26932,15.54565,571,val. GPS-3D,3.36,3.68,31
1001,2/13/18 8:00,2/13/18 2:00,99.26937,15.54566,540,val. GPS-3D,3.36,3.68,33
1000,2/13/18 7:00,2/13/18 1:00,99.26924,15.54567,549,val. GPS-3D,3.36,3.68,32
999,2/13/18 6:00,2/13/18 0:00,99.26903,15.54592,563,val. GPS-3D,3.36,3.68,35
998,2/13/18 5:00,2/12/18 23:00,99.26896,15.54588,556,val. GPS-3D,3.36,3.68,32
997,2/13/18 4:00,2/12/18 22:00,99.27111,15.54875,617,val. GPS-3D,3.36,3.68,29
996,2/13/18 3:00,2/12/18 21:00,99.27197,15.55037,598,val. GPS-3D,3.36,3.68,31
995,2/13/18 2:00,2/12/18 20:00,99.27439,15.55287,507,val. GPS-3D,3.36,3.68,25
994,2/13/18 1:00,2/12/18 19:00,99.27455,15.55289,499,val. GPS-3D,3.36,3.68,24
993,2/13/18 0:00,2/12/18 18:00,99.27456,15.55289,506,val. GPS-3D,3.36,3.68,24
992,2/12/18 23:00,2/12/18 17:00,99.27457,15.55283,484,val. GPS-3D,3.36,3.68,24
991,2/12/18 22:00,2/12/18 16:00,99.27456,15.55291,492,val. GPS-3D,3.36,3.68,24
990,2/12/18 21:00,2/12/18 15:00,99.27445,15.55294,470,val. GPS-3D,3.36,3.68,28
989,2/12/18 20:00,2/12/18 14:00,99.27453,15.55284,498,val. GPS-3D,3.36,3.68,30
988,2/12/18 19:00,2/12/18 13:00,99.27457,15.55284,488,val. GPS-3D,3.36,3.68,28
987,2/12/18 18:00,2/12/18 12:00,99.27452,15.55279,479,val. GPS-3D,3.36,3.68,29
986,2/12/18 17:00,2/12/18 11:00,99.27449,15.55288,517,val. GPS-3D,3.36,3.68,27
985,2/12/18 16:00,2/12/18 10:00,99.27447,15.55295,491,val. GPS-3D,3.36,3.68,27
984,2/12/18 15:00,2/12/18 9:00,99.27519,15.55274,572,val. GPS-3D,3.36,3.68,26
983,2/12/18 14:00,2/12/18 8:00,99.27462,15.55285,491,val. GPS-3D,3.36,3.68,29
982,2/12/18 13:00,2/12/18 7:00,99.27447,15.55292,493,val. GPS-3D,3.36,3.68,27
981,2/12/18 12:00,2/12/18 6:00,99.27445,15.55291,528,val. GPS-3D,3.36,3.68,31
980,2/12/18 11:00,2/12/18 5:00,99.27456,15.55257,507,val. GPS-3D,3.36,3.68,30
